"idtdestinatario","codigofabrica","nombre","domicilio","idlocalidad","codigopostal","localidad","provincia","pais","tipodestinatario","descripcion","full_address","gps_coords"
"200000001677","2-1458","HONDA VICENTE LOPEZ","AV. LIBERTADOR 1613","339.0","0.0","VICENTE LOPEZ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","HONDA VICENTE LOPEZ (AV. LIBERTADOR 1613 Loc.VICENTE LOPEZ)","AV. LIBERTADOR 1613, VICENTE LOPEZ, BUENOS AIRES, ARGENTINA, 0.0, HONDA VICENTE LOPEZ (AV. LIBERTADOR 1613 Loc.VICENTE LOPEZ)",""
"200000000288","2-146","CONGRESO BRADFORD","AV.COSTANERA Y PELLEGRINI","4955.0","0.0","CORRIENTES","CORRIENTES","ARGENTINA                                         ","OTROS DESTINOS","CONGRESO BRADFORD (AV.COSTANERA Y PELLEGRINI Loc.CORRIENTES)","AV.COSTANERA Y PELLEGRINI, CORRIENTES, CORRIENTES, ARGENTINA, 0.0, CONGRESO BRADFORD (AV.COSTANERA Y PELLEGRINI Loc.CORRIENTES)",""
"200000001679","2-1460","COMPLEJO COSTA SALGUERO                         ","RAFAEL OBLIGADO 1221 Y J. SALGUERO","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","COMPLEJO COSTA SALGUERO (RAFAEL OBLIGADO 1221 Y J. SALGUERO Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","RAFAEL OBLIGADO 1221 Y J. SALGUERO, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, COMPLEJO COSTA SALGUERO (RAFAEL OBLIGADO 1221 Y J. SALGUERO Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000001681","2-1462","ALFACAR S.A. (DEPOSITO VELEZ SARFIELD)                            ","AV. VELEZ SARFIELD 1535 Ó LAFAYATTE 1630 ","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","ALFACAR S.A. (DEPOSITO VELEZ SARFIELD) (AV. VELEZ SARFIELD 1535 Ó LAFAYATTE 1630  Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","AV. VELEZ SARFIELD 1535 Ó LAFAYATTE 1630, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, ALFACAR S.A. (DEPOSITO VELEZ SARFIELD) (AV. VELEZ SARFIELD 1535 Ó LAFAYATTE 1630  Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000001682","2-1463","HOTEL PATAGONIA SUR  ","ELFLEIN 340","20322.0","0.0","BARILOCHE","RIO NEGRO","ARGENTINA                                         ","OTROS DESTINOS","HOTEL PATAGONIA SUR (ELFLEIN 340 Loc.BARILOCHE)","ELFLEIN 340, BARILOCHE, RIO NEGRO, ARGENTINA, 0.0, HOTEL PATAGONIA SUR (ELFLEIN 340 Loc.BARILOCHE)",""
"200000001683","2-1464","ANAGKE S.R.L.              ","SAN LORENZO 2440","338.0","0.0","OLIVOS","BUENOS AIRES","ARGENTINA                                         ","CARROCERAS","ANAGKE S.R.L. (SAN LORENZO 2440 Loc.OLIVOS)","SAN LORENZO 2440, OLIVOS, BUENOS AIRES, ARGENTINA, 0.0, ANAGKE S.R.L. (SAN LORENZO 2440 Loc.OLIVOS)",""
"200000001685","2-1466","WONDA VICTOR MIGUEL","AV. COLON 3886 ","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","WONDA VICTOR MIGUEL (AV. COLON 3886  Loc.CORDOBA)","AV. COLON 3886, CORDOBA, CORDOBA, ARGENTINA, 0.0, WONDA VICTOR MIGUEL (AV. COLON 3886  Loc.CORDOBA)",""
"200000001686","2-1467","MULTISERVICE","AV CÓRDOBA 6063       ","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","MULTISERVICE (AV CÓRDOBA 6063        Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","AV CÓRDOBA 6063, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, MULTISERVICE (AV CÓRDOBA 6063        Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000001687","2-1468","OLIVOS GOLF ""EVENTO GOLF MAESTRO""           ","PANAMERICANA KM 34","791.0","0.0","TORTUGUITAS ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","OLIVOS GOLF ""EVENTO GOLF MAESTRO"" (PANAMERICANA KM 34 Loc.TORTUGUITAS )","PANAMERICANA KM 34, TORTUGUITAS, BUENOS AIRES, ARGENTINA, 0.0, OLIVOS GOLF ""EVENTO GOLF MAESTRO"" (PANAMERICANA KM 34 Loc.TORTUGUITAS )",""
"200000001688","2-1469","CASA FOA              ","PARAGUAY E/AV. JUAN B. JUSTO Y GODOY CRUZ","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","CASA FOA (PARAGUAY E/AV. JUAN B. JUSTO Y GODOY CRUZ Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","PARAGUAY E/AV. JUAN B. JUSTO Y GODOY CRUZ, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, CASA FOA (PARAGUAY E/AV. JUAN B. JUSTO Y GODOY CRUZ Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000289","2-147","IKICAR S.R.L                            ","AV.DE MAYO 1832               ","844.0","0.0","RAMOS MEJIA","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","IKICAR S.R.L (AV.DE MAYO 1832                Loc.RAMOS MEJIA)","AV.DE MAYO 1832, RAMOS MEJIA, BUENOS AIRES, ARGENTINA, 0.0, IKICAR S.R.L (AV.DE MAYO 1832                Loc.RAMOS MEJIA)",""
"200000001689","2-1470","HOTEL ""ROMA""   ","CALLE LEANDRO N. ALEM 452","17803.0","0.0","TANDIL","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","HOTEL ""ROMA"" (CALLE LEANDRO N. ALEM 452 Loc.TANDIL)","CALLE LEANDRO N. ALEM 452, TANDIL, BUENOS AIRES, ARGENTINA, 0.0, HOTEL ""ROMA"" (CALLE LEANDRO N. ALEM 452 Loc.TANDIL)",""
"200000001690","2-1471","UNILEVER DE ARGENTINA S.A.              ","OLAVARRIA 554 4TO B","19526.0","0.0","COMODORO RIVADAVIA","CHUBUT","ARGENTINA                                         ","OTROS DESTINOS","UNILEVER DE ARGENTINA S.A. (OLAVARRIA 554 4TO B Loc.COMODORO RIVADAVIA)","OLAVARRIA 554 4TO B, COMODORO RIVADAVIA, CHUBUT, ARGENTINA, 0.0, UNILEVER DE ARGENTINA S.A. (OLAVARRIA 554 4TO B Loc.COMODORO RIVADAVIA)",""
"200000001691","2-1472","BALAGUER","GALVEZ 2049 (E/BALCARCE Y MORENO)","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","BALAGUER (GALVEZ 2049 (E/BALCARCE Y MORENO) Loc.ROSARIO (SANTA FE))","GALVEZ 2049 (E/BALCARCE Y MORENO), ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, BALAGUER (GALVEZ 2049 (E/BALCARCE Y MORENO) Loc.ROSARIO (SANTA FE))",""
"200000001694","2-1474","TERMINALES RIO DE LA PLATA S.A. (TRP)","PUERTO - BUENOS AIRES","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","PLAYAS DE TERCEROS","TERMINALES RIO DE LA PLATA S.A. (TRP) (PUERTO - BUENOS AIRES Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","PUERTO - BUENOS AIRES, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, TERMINALES RIO DE LA PLATA S.A. (TRP) (PUERTO - BUENOS AIRES Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000001695","2-1475","TERMINAL LAS PALMAS","RUTA 9 KM.95","2654.0","0.0","ZARATE (BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","PLAYAS DE TERCEROS","TERMINAL LAS PALMAS (RUTA 9 KM.95 Loc.ZARATE (BUENOS AIRES))","RUTA 9 KM.95, ZARATE (BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, TERMINAL LAS PALMAS (RUTA 9 KM.95 Loc.ZARATE (BUENOS AIRES))",""
"200000001696","2-1476","ISLA TAVALERA       ","RUTA 12     KM 90 ","69897.0","0.0","ENTRE RIOS","ENTRE RIOS","ARGENTINA                                         ","OTROS DESTINOS","ISLA TAVALERA (RUTA 12     KM 90  Loc.ENTRE RIOS)","RUTA 12     KM 90, ENTRE RIOS, ENTRE RIOS, ARGENTINA, 0.0, ISLA TAVALERA (RUTA 12     KM 90  Loc.ENTRE RIOS)",""
"200000001697","2-1477","FIORASI CORRADI    ","O CONNOR 1017","20322.0","0.0","BARILOCHE","RIO NEGRO","ARGENTINA                                         ","CONCESIONARIOS","FIORASI CORRADI (O CONNOR 1017 Loc.BARILOCHE)","O CONNOR 1017, BARILOCHE, RIO NEGRO, ARGENTINA, 0.0, FIORASI CORRADI (O CONNOR 1017 Loc.BARILOCHE)",""
"200000001698","2-1478","ESTUDIO OTAMENDI          ","PANAMERICANA 62.500 KM","2659.0","0.0","OTAMENDI","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","ESTUDIO OTAMENDI (PANAMERICANA 62.500 KM Loc.OTAMENDI)","PANAMERICANA 62.500 KM, OTAMENDI, BUENOS AIRES, ARGENTINA, 0.0, ESTUDIO OTAMENDI (PANAMERICANA 62.500 KM Loc.OTAMENDI)",""
"200000001699","2-1479","ESTADIO FERROCARRIL OESTE     ","AV. AVELLANEDA Y ESPINOSA","183.0","0.0","CABALLITO SUR","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","ESTADIO FERROCARRIL OESTE (AV. AVELLANEDA Y ESPINOSA Loc.CABALLITO SUR)","AV. AVELLANEDA Y ESPINOSA, CABALLITO SUR, BUENOS AIRES, ARGENTINA, 0.0, ESTADIO FERROCARRIL OESTE (AV. AVELLANEDA Y ESPINOSA Loc.CABALLITO SUR)",""
"200000000290","2-148","ROSARIO GOLF CLUB","MORRISON 9900","1646.0","0.0","FISHERTON","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","ROSARIO GOLF CLUB (MORRISON 9900 Loc.FISHERTON)","MORRISON 9900, FISHERTON, SANTA FE, ARGENTINA, 0.0, ROSARIO GOLF CLUB (MORRISON 9900 Loc.FISHERTON)",""
"200000001700","2-1480","TEMAIKEN (ESCOBAR)","RUTA 25 (ENTRADA PROVEEDORES)","309.0","0.0","ESCOBAR(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","TEMAIKEN (ESCOBAR) (RUTA 25 (ENTRADA PROVEEDORES) Loc.ESCOBAR(BUENOS AIRES))","RUTA 25 (ENTRADA PROVEEDORES), ESCOBAR(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, TEMAIKEN (ESCOBAR) (RUTA 25 (ENTRADA PROVEEDORES) Loc.ESCOBAR(BUENOS AIRES))",""
"200000001701","2-1481","PESADO CASTRO DEALER SA","CORRIENTES 364","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","PESADO CASTRO DEALER SA (CORRIENTES 364 Loc.ROSARIO (SANTA FE))","CORRIENTES 364, ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, PESADO CASTRO DEALER SA (CORRIENTES 364 Loc.ROSARIO (SANTA FE))",""
"200000001702","2-1482","UNILEVER DE ARGENTINA S.A.              ","JAVIER MUNIZ 1390 (DUPLEX 2)","19285.0","0.0","CIPOLLETTI","RIO NEGRO","ARGENTINA                                         ","OTROS DESTINOS","UNILEVER DE ARGENTINA S.A. (JAVIER MUNIZ 1390 (DUPLEX 2) Loc.CIPOLLETTI)","JAVIER MUNIZ 1390 (DUPLEX 2), CIPOLLETTI, RIO NEGRO, ARGENTINA, 0.0, UNILEVER DE ARGENTINA S.A. (JAVIER MUNIZ 1390 (DUPLEX 2) Loc.CIPOLLETTI)",""
"200000001703","2-1483","UNILEVER DE ARGENTINA S.A.              ","AV. SAN MARTIN 491 (TORRE B 1ºPISO/DTO 2)","14678.0","0.0","MENDOZA(MENDOZA)","MENDOZA","ARGENTINA                                         ","OTROS DESTINOS","UNILEVER DE ARGENTINA S.A. (AV. SAN MARTIN 491 (TORRE B 1ºPISO/DTO 2) Loc.MENDOZA(MENDOZA))","AV. SAN MARTIN 491 (TORRE B 1ºPISO/DTO 2), MENDOZA(MENDOZA), MENDOZA, ARGENTINA, 0.0, UNILEVER DE ARGENTINA S.A. (AV. SAN MARTIN 491 (TORRE B 1ºPISO/DTO 2) Loc.MENDOZA(MENDOZA))",""
"200000001704","2-1484","UNILEVER DE ARGENTINA S.A.              ","RIO MIRIÑAY 2651 (SAN ROQUE)","4955.0","0.0","CORRIENTES","CORRIENTES","ARGENTINA                                         ","OTROS DESTINOS","UNILEVER DE ARGENTINA S.A. (RIO MIRIÑAY 2651 (SAN ROQUE) Loc.CORRIENTES)","RIO MIRIÑAY 2651 (SAN ROQUE), CORRIENTES, CORRIENTES, ARGENTINA, 0.0, UNILEVER DE ARGENTINA S.A. (RIO MIRIÑAY 2651 (SAN ROQUE) Loc.CORRIENTES)",""
"200000001706","2-1486","VILAS CLUB    ","VALENTIN ALSINA 1450","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","VILAS CLUB (VALENTIN ALSINA 1450 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","VALENTIN ALSINA 1450, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, VILAS CLUB (VALENTIN ALSINA 1450 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000001707","2-1487","HOTEL ""HOWARD JOHNSON PILAR""","PANAMERICANA RAMAL PILAR KM 52 ","322.0","0.0","PILAR(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","HOTEL ""HOWARD JOHNSON PILAR"" (PANAMERICANA RAMAL PILAR KM 52  Loc.PILAR(BUENOS AIRES))","PANAMERICANA RAMAL PILAR KM 52, PILAR(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, HOTEL ""HOWARD JOHNSON PILAR"" (PANAMERICANA RAMAL PILAR KM 52  Loc.PILAR(BUENOS AIRES))",""
"200000001710","2-1489","AUTOMOTORES COMERCIAL INDUSTRIAL S.A","AV EUSEBIO AYALA 3663","100002.0","0.0","Asunción del Paraguay","PARAGUAY","PARAGUAY                                          ","INTERNACIONAL","AUTOMOTORES COMERCIAL INDUSTRIAL S.A (AV EUSEBIO AYALA 3663 Loc.Asunción del Paraguay)","AV EUSEBIO AYALA 3663, Asunción del Paraguay, PARAGUAY, PARAGUAY, 0.0, AUTOMOTORES COMERCIAL INDUSTRIAL S.A (AV EUSEBIO AYALA 3663 Loc.Asunción del Paraguay)",""
"200000000291","2-149","OPEN CAR AUTOMOTORES","AV.RONDEAU 2100","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","OPEN CAR AUTOMOTORES (AV.RONDEAU 2100 Loc.ROSARIO (SANTA FE))","AV.RONDEAU 2100, ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, OPEN CAR AUTOMOTORES (AV.RONDEAU 2100 Loc.ROSARIO (SANTA FE))",""
"200000001712","2-1491","OLLIVUS SERVICOS INDUSTRIAIS LTDA","R DR LUIZ JANUARIO 406,S 101","222222.0","0.0","CABO FRIO","CABO FRIO","BRASIL                                            ","INTERNACIONAL","OLLIVUS SERVICOS INDUSTRIAIS LTDA (R DR LUIZ JANUARIO 406,S 101 Loc.CABO FRIO)","R DR LUIZ JANUARIO 406,S 101, CABO FRIO, CABO FRIO, BRASIL, 0.0, OLLIVUS SERVICOS INDUSTRIAIS LTDA (R DR LUIZ JANUARIO 406,S 101 Loc.CABO FRIO)",""
"200000001713","2-1492","BAHIA AUTOMOTORES S.A.                  ","MONTEVIDEO 87","19171.0","0.0","BAHIA BLANCA(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","BAHIA AUTOMOTORES S.A. (MONTEVIDEO 87 Loc.BAHIA BLANCA(BUENOS AIRES))","MONTEVIDEO 87, BAHIA BLANCA(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, BAHIA AUTOMOTORES S.A. (MONTEVIDEO 87 Loc.BAHIA BLANCA(BUENOS AIRES))",""
"200000001714","2-1493","DIESA","AV DR EUSEBIO AYALA KM 4.1/2","100002.0","0.0","Asunción del Paraguay","PARAGUAY","PARAGUAY                                          ","INTERNACIONAL","DIESA (AV DR EUSEBIO AYALA KM 4.1/2 Loc.Asunción del Paraguay)","AV DR EUSEBIO AYALA KM 4.1/2, Asunción del Paraguay, PARAGUAY, PARAGUAY, 0.0, DIESA (AV DR EUSEBIO AYALA KM 4.1/2 Loc.Asunción del Paraguay)",""
"200000001718","2-1497","ANCHIETA KM 23          ","ANCHIETA ","100022.0","0.0","ANCHIETA","SAN PABLO","BRASIL                                            ","INTERNACIONAL","ANCHIETA KM 23 (ANCHIETA  Loc.ANCHIETA)","ANCHIETA, ANCHIETA, SAN PABLO, BRASIL, 0.0, ANCHIETA KM 23 (ANCHIETA  Loc.ANCHIETA)",""
"200000001719","2-1498","DEPOSITO GMA REPUESTOS        ","RUTA 24 KM 20","960.0","0.0","GENERAL RODRIGUEZ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","DEPOSITO GMA REPUESTOS (RUTA 24 KM 20 Loc.GENERAL RODRIGUEZ)","RUTA 24 KM 20, GENERAL RODRIGUEZ, BUENOS AIRES, ARGENTINA, 0.0, DEPOSITO GMA REPUESTOS (RUTA 24 KM 20 Loc.GENERAL RODRIGUEZ)",""
"200000001722","2-1499","BENITEZ RAMON GUSTAVO","COLONOS SUDAMERICANOS 2305","19526.0","0.0","COMODORO RIVADAVIA","CHUBUT","ARGENTINA                                         ","OTROS DESTINOS","BENITEZ RAMON GUSTAVO (COLONOS SUDAMERICANOS 2305 Loc.COMODORO RIVADAVIA)","COLONOS SUDAMERICANOS 2305, COMODORO RIVADAVIA, CHUBUT, ARGENTINA, 0.0, BENITEZ RAMON GUSTAVO (COLONOS SUDAMERICANOS 2305 Loc.COMODORO RIVADAVIA)",""
"200000000141","2-15","REMOLQUES OMBU","AREA INDUSTRIAL","2257.0","0.0","LAS PAREJAS","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","REMOLQUES OMBU (AREA INDUSTRIAL Loc.LAS PAREJAS)","AREA INDUSTRIAL, LAS PAREJAS, SANTA FE, ARGENTINA, 0.0, REMOLQUES OMBU (AREA INDUSTRIAL Loc.LAS PAREJAS)",""
"200000001723","2-1500","ARRAS S.A                               ","AV.ARMENIA 3158               ","4955.0","0.0","CORRIENTES","CORRIENTES","ARGENTINA                                         ","OTROS DESTINOS","ARRAS S.A (AV.ARMENIA 3158                Loc.CORRIENTES)","AV.ARMENIA 3158, CORRIENTES, CORRIENTES, ARGENTINA, 0.0, ARRAS S.A (AV.ARMENIA 3158                Loc.CORRIENTES)",""
"200000001724","2-1501","EVENTO EXPO CAMPANA ","RUTA 9 KM 70 (PARQUE INDUSTRIAL CAMPANA)","2664.0","0.0","CAMPANA(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","EVENTO EXPO CAMPANA (RUTA 9 KM 70 (PARQUE INDUSTRIAL CAMPANA) Loc.CAMPANA(BUENOS AIRES))","RUTA 9 KM 70 (PARQUE INDUSTRIAL CAMPANA), CAMPANA(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, EVENTO EXPO CAMPANA (RUTA 9 KM 70 (PARQUE INDUSTRIAL CAMPANA) Loc.CAMPANA(BUENOS AIRES))",""
"200000001725","2-1502","ESTANCIA AMABERA (ESTANCIAS DEL PILAR)       ","RUTA PANAMERICANA RAMAL PILAR KM 56","322.0","0.0","PILAR(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","ESTANCIA AMABERA (ESTANCIAS DEL PILAR) (RUTA PANAMERICANA RAMAL PILAR KM 56 Loc.PILAR(BUENOS AIRES))","RUTA PANAMERICANA RAMAL PILAR KM 56, PILAR(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, ESTANCIA AMABERA (ESTANCIAS DEL PILAR) (RUTA PANAMERICANA RAMAL PILAR KM 56 Loc.PILAR(BUENOS AIRES))",""
"200000001728","2-1505","TAUBATE    ","TAUBATE","300000.0","0.0","TAUBATE","SAN PABLO","BRASIL                                            ","INTERNACIONAL","TAUBATE (TAUBATE Loc.TAUBATE)","TAUBATE, TAUBATE, SAN PABLO, BRASIL, 0.0, TAUBATE (TAUBATE Loc.TAUBATE)",""
"200000001729","2-1506","LOS ALAMOS DE ROSAUER ","RUTA 151 KM 3.4","19285.0","0.0","CIPOLLETTI","RIO NEGRO","ARGENTINA                                         ","OTROS DESTINOS","LOS ALAMOS DE ROSAUER (RUTA 151 KM 3.4 Loc.CIPOLLETTI)","RUTA 151 KM 3.4, CIPOLLETTI, RIO NEGRO, ARGENTINA, 0.0, LOS ALAMOS DE ROSAUER (RUTA 151 KM 3.4 Loc.CIPOLLETTI)",""
"200000001731","2-1509","EMBAJADA DE LA REPUBLICA ARGELINA","FRANCISCO BEIRO 4420","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","EMBAJADA DE LA REPUBLICA ARGELINA (FRANCISCO BEIRO 4420 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","FRANCISCO BEIRO 4420, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, EMBAJADA DE LA REPUBLICA ARGELINA (FRANCISCO BEIRO 4420 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000293","2-151","OPEN CAR AUTOMOTORES","AV.SAN MARTIN 1210","688.0","0.0","SAN MARTIN(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","OPEN CAR AUTOMOTORES (AV.SAN MARTIN 1210 Loc.SAN MARTIN(BUENOS AIRES))","AV.SAN MARTIN 1210, SAN MARTIN(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, OPEN CAR AUTOMOTORES (AV.SAN MARTIN 1210 Loc.SAN MARTIN(BUENOS AIRES))",""
"200000001732","2-1510","CAT ARGENTINA S.A.                      ","ALBERDI 4550    ","205.0","0.0","MATADEROS","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","CAT ARGENTINA S.A. (ALBERDI 4550     Loc.MATADEROS)","ALBERDI 4550, MATADEROS, BUENOS AIRES, ARGENTINA, 0.0, CAT ARGENTINA S.A. (ALBERDI 4550     Loc.MATADEROS)",""
"200000001733","2-1511","CAT ARGENTINA S.A.                      ","ALBERDI 4550          ","205.0","0.0","MATADEROS","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","CAT ARGENTINA S.A. (ALBERDI 4550           Loc.MATADEROS)","ALBERDI 4550, MATADEROS, BUENOS AIRES, ARGENTINA, 0.0, CAT ARGENTINA S.A. (ALBERDI 4550           Loc.MATADEROS)",""
"200000001734","2-1512","SUPERMERCADO MAYORISTA YAGUAR S.A. SUC. MATADEROS","ALBERDI 4550","205.0","0.0","MATADEROS","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","SUPERMERCADO MAYORISTA YAGUAR S.A. SUC. MATADEROS (ALBERDI 4550 Loc.MATADEROS)","ALBERDI 4550, MATADEROS, BUENOS AIRES, ARGENTINA, 0.0, SUPERMERCADO MAYORISTA YAGUAR S.A. SUC. MATADEROS (ALBERDI 4550 Loc.MATADEROS)",""
"200000001735","2-1513","PILAR DEL ESTE            ","RUTA 25 Y CASELLA","322.0","0.0","PILAR(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","PILAR DEL ESTE (RUTA 25 Y CASELLA Loc.PILAR(BUENOS AIRES))","RUTA 25 Y CASELLA, PILAR(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, PILAR DEL ESTE (RUTA 25 Y CASELLA Loc.PILAR(BUENOS AIRES))",""
"200000001736","2-1514","HOTEL BALCARCE    ","CALLE 16 ESQUINA 14","17803.0","0.0","TANDIL","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","HOTEL BALCARCE (CALLE 16 ESQUINA 14 Loc.TANDIL)","CALLE 16 ESQUINA 14, TANDIL, BUENOS AIRES, ARGENTINA, 0.0, HOTEL BALCARCE (CALLE 16 ESQUINA 14 Loc.TANDIL)",""
"200000001737","2-1515","ESQUINA DE BALCARCE   ","CALLE 107 Y SAN MARTIN ","17969.0","0.0","BALCARCE(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","ESQUINA DE BALCARCE (CALLE 107 Y SAN MARTIN  Loc.BALCARCE(BUENOS AIRES))","CALLE 107 Y SAN MARTIN, BALCARCE(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, ESQUINA DE BALCARCE (CALLE 107 Y SAN MARTIN  Loc.BALCARCE(BUENOS AIRES))",""
"200000001740","2-1516","MACAR S.A","CORDOBA","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","MACAR S.A (CORDOBA Loc.CORDOBA)","CORDOBA, CORDOBA, CORDOBA, ARGENTINA, 0.0, MACAR S.A (CORDOBA Loc.CORDOBA)",""
"200000001741","2-1517","CORONEL FEDERICO","L M DRAGO 270","6765.0","0.0","SAN MIGUEL DE TUCUMAN","TUCUMAN","ARGENTINA                                         ","OTROS DESTINOS","CORONEL FEDERICO (L M DRAGO 270 Loc.SAN MIGUEL DE TUCUMAN)","L M DRAGO 270, SAN MIGUEL DE TUCUMAN, TUCUMAN, ARGENTINA, 0.0, CORONEL FEDERICO (L M DRAGO 270 Loc.SAN MIGUEL DE TUCUMAN)",""
"200000000294","2-152","RASA","AV.DEL CAMPO 1500","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","RASA (AV.DEL CAMPO 1500 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","AV.DEL CAMPO 1500, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, RASA (AV.DEL CAMPO 1500 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
